episode,done,steps,return,epsilon,num_states
0,0,2000,0.0,1.0,21
1,0,2000,0.0,0.999,56
2,0,2000,0.0,0.998001,60
3,0,2000,0.0,0.997002999,60
4,0,2000,0.0,0.996005996001,62
5,0,2000,0.0,0.995009990004999,62
6,0,2000,0.0,0.994014980014994,62
7,0,2000,0.0,0.993020965034979,62
8,0,2000,0.0,0.9920279440699441,62
9,0,2000,0.0,0.9910359161258742,63
10,0,2000,0.0,0.9900448802097482,63
11,0,2000,0.0,0.9890548353295385,63
12,0,2000,0.0,0.988065780494209,63
13,0,2000,0.0,0.9870777147137147,63
14,0,2000,0.0,0.986090636999001,63
15,0,2000,0.0,0.9851045463620021,63
16,0,2000,0.0,0.98411944181564,63
17,0,2000,0.0,0.9831353223738244,63
18,0,2000,0.0,0.9821521870514506,63
19,0,2000,0.0,0.9811700348643991,63
20,0,2000,0.0,0.9801888648295347,63
21,0,2000,0.0,0.9792086759647052,63
22,0,2000,0.0,0.9782294672887405,63
23,0,2000,0.0,0.9772512378214517,63
24,0,2000,0.0,0.9762739865836303,63
25,0,2000,0.0,0.9752977125970467,63
26,0,2000,0.0,0.9743224148844496,63
27,0,2000,0.0,0.9733480924695651,63
28,0,2000,0.0,0.9723747443770956,63
29,0,2000,0.0,0.9714023696327185,63
30,0,2000,0.0,0.9704309672630859,63
31,0,2000,0.0,0.9694605362958227,63
32,0,2000,0.0,0.9684910757595269,63
33,0,2000,0.0,0.9675225846837673,63
34,0,2000,0.0,0.9665550620990835,63
35,0,2000,0.0,0.9655885070369844,63
36,0,2000,0.0,0.9646229185299474,63
37,0,2000,0.0,0.9636582956114175,63
38,0,2000,0.0,0.9626946373158061,63
39,0,2000,0.0,0.9617319426784903,63
40,0,2000,0.0,0.9607702107358118,63
41,0,2000,0.0,0.959809440525076,63
42,0,2000,0.0,0.9588496310845509,63
43,0,2000,0.0,0.9578907814534664,63
44,0,2000,0.0,0.9569328906720129,63
45,0,2000,0.0,0.9559759577813409,63
46,0,2000,0.0,0.9550199818235596,63
47,0,2000,0.0,0.9540649618417361,63
48,0,2000,0.0,0.9531108968798944,63
49,0,2000,0.0,0.9521577859830145,63
50,0,2000,0.0,0.9512056281970315,63
51,0,2000,0.0,0.9502544225688344,63
52,0,2000,0.0,0.9493041681462656,63
53,0,2000,0.0,0.9483548639781193,63
54,0,2000,0.0,0.9474065091141411,63
55,0,2000,0.0,0.946459102605027,63
56,0,2000,0.0,0.9455126435024219,63
57,0,2000,0.0,0.9445671308589195,63
58,0,2000,0.0,0.9436225637280606,63
59,0,2000,0.0,0.9426789411643326,63
60,0,2000,0.0,0.9417362622231683,63
61,0,2000,0.0,0.9407945259609451,63
62,0,2000,0.0,0.9398537314349842,63
63,0,2000,0.0,0.9389138777035492,63
64,0,2000,0.0,0.9379749638258457,63
65,0,2000,0.0,0.9370369888620198,63
66,0,2000,0.0,0.9360999518731578,63
67,0,2000,0.0,0.9351638519212846,63
68,0,2000,0.0,0.9342286880693633,63
69,0,2000,0.0,0.933294459381294,63
70,0,2000,0.0,0.9323611649219127,63
71,0,2000,0.0,0.9314288037569908,63
72,0,2000,0.0,0.9304973749532338,63
73,0,2000,0.0,0.9295668775782806,63
74,0,2000,0.0,0.9286373107007023,63
75,0,2000,0.0,0.9277086733900016,63
76,0,2000,0.0,0.9267809647166116,63
77,0,2000,0.0,0.925854183751895,63
78,0,2000,0.0,0.9249283295681431,63
79,0,2000,0.0,0.9240034012385749,63
80,0,2000,0.0,0.9230793978373364,63
81,0,2000,0.0,0.9221563184394991,63
82,0,2000,0.0,0.9212341621210596,63
83,0,2000,0.0,0.9203129279589385,63
84,0,2000,0.0,0.9193926150309796,63
85,0,2000,0.0,0.9184732224159486,63
86,0,2000,0.0,0.9175547491935327,63
87,0,2000,0.0,0.9166371944443392,63
88,0,2000,0.0,0.9157205572498949,63
89,0,2000,0.0,0.914804836692645,63
90,0,2000,0.0,0.9138900318559524,63
91,0,2000,0.0,0.9129761418240965,63
92,0,2000,0.0,0.9120631656822724,63
93,0,2000,0.0,0.9111511025165902,63
94,0,2000,0.0,0.9102399514140735,63
95,0,2000,0.0,0.9093297114626595,63
96,0,2000,0.0,0.9084203817511969,63
97,0,2000,0.0,0.9075119613694457,63
98,0,2000,0.0,0.9066044494080763,63
99,0,2000,0.0,0.9056978449586682,63
100,0,2000,0.0,0.9047921471137096,63
101,0,2000,0.0,0.9038873549665959,63
102,0,2000,0.0,0.9029834676116293,63
103,0,2000,0.0,0.9020804841440176,63
104,0,2000,0.0,0.9011784036598737,63
105,0,2000,0.0,0.9002772252562138,63
106,0,2000,0.0,0.8993769480309576,63
107,0,2000,0.0,0.8984775710829266,63
108,0,2000,0.0,0.8975790935118436,63
109,0,2000,0.0,0.8966815144183318,63
110,0,2000,0.0,0.8957848329039134,63
111,0,2000,0.0,0.8948890480710096,63
112,0,2000,0.0,0.8939941590229386,63
113,0,2000,0.0,0.8931001648639156,63
114,0,2000,0.0,0.8922070646990518,63
115,0,2000,0.0,0.8913148576343527,63
116,0,2000,0.0,0.8904235427767183,63
117,0,2000,0.0,0.8895331192339416,63
118,0,2000,0.0,0.8886435861147077,63
119,0,2000,0.0,0.887754942528593,63
120,0,2000,0.0,0.8868671875860644,63
121,0,2000,0.0,0.8859803203984784,63
122,0,2000,0.0,0.88509434007808,63
123,0,2000,0.0,0.8842092457380019,63
124,0,2000,0.0,0.8833250364922639,63
125,0,2000,0.0,0.8824417114557717,63
126,0,2000,0.0,0.8815592697443159,63
127,0,2000,0.0,0.8806777104745716,63
128,0,2000,0.0,0.8797970327640969,63
129,0,2000,0.0,0.8789172357313328,63
130,0,2000,0.0,0.8780383184956015,63
131,0,2000,0.0,0.8771602801771059,63
132,0,2000,0.0,0.8762831198969288,63
133,0,2000,0.0,0.8754068367770318,63
134,0,2000,0.0,0.8745314299402548,63
135,0,2000,0.0,0.8736568985103146,63
136,0,2000,0.0,0.8727832416118043,63
137,0,2000,0.0,0.8719104583701925,63
138,0,2000,0.0,0.8710385479118223,63
139,0,2000,0.0,0.8701675093639105,63
140,0,2000,0.0,0.8692973418545467,63
141,0,2000,0.0,0.8684280445126921,63
142,0,2000,0.0,0.8675596164681794,63
143,0,2000,0.0,0.8666920568517111,63
144,0,2000,0.0,0.8658253647948594,63
145,0,2000,0.0,0.8649595394300645,63
146,0,2000,0.0,0.8640945798906344,63
147,0,2000,0.0,0.8632304853107438,63
148,0,2000,0.0,0.862367254825433,63
149,0,2000,0.0,0.8615048875706075,63
150,0,2000,0.0,0.8606433826830369,63
151,0,2000,0.0,0.8597827393003539,63
152,0,2000,0.0,0.8589229565610536,63
153,0,2000,0.0,0.8580640336044925,63
154,0,2000,0.0,0.857205969570888,63
155,0,2000,0.0,0.8563487636013172,63
156,0,2000,0.0,0.8554924148377159,63
157,0,2000,0.0,0.8546369224228781,63
158,0,2000,0.0,0.8537822855004553,63
159,0,2000,0.0,0.8529285032149548,63
160,0,2000,0.0,0.8520755747117399,63
161,0,2000,0.0,0.8512234991370281,63
162,0,2000,0.0,0.8503722756378911,63
163,0,2000,0.0,0.8495219033622532,63
164,0,2000,0.0,0.8486723814588909,63
165,0,2000,0.0,0.847823709077432,63
166,0,2000,0.0,0.8469758853683546,63
167,0,2000,0.0,0.8461289094829862,63
168,0,2000,0.0,0.8452827805735033,63
169,0,2000,0.0,0.8444374977929298,63
170,0,2000,0.0,0.8435930602951368,63
171,0,2000,0.0,0.8427494672348417,63
172,0,2000,0.0,0.8419067177676068,63
173,0,2000,0.0,0.8410648110498392,63
174,0,2000,0.0,0.8402237462387894,63
175,0,2000,0.0,0.8393835224925505,63
176,0,2000,0.0,0.838544138970058,63
177,0,2000,0.0,0.8377055948310879,63
178,0,2000,0.0,0.8368678892362568,63
179,0,2000,0.0,0.8360310213470206,63
180,0,2000,0.0,0.8351949903256736,63
181,0,2000,0.0,0.8343597953353479,63
182,0,2000,0.0,0.8335254355400126,63
183,0,2000,0.0,0.8326919101044725,63
184,0,2000,0.0,0.831859218194368,63
185,0,2000,0.0,0.8310273589761736,63
186,0,2000,0.0,0.8301963316171974,63
187,0,2000,0.0,0.8293661352855802,63
188,0,2000,0.0,0.8285367691502946,63
189,0,2000,0.0,0.8277082323811443,63
190,0,2000,0.0,0.8268805241487632,63
191,0,2000,0.0,0.8260536436246144,63
192,0,2000,0.0,0.8252275899809898,63
193,0,2000,0.0,0.8244023623910088,63
194,0,2000,0.0,0.8235779600286178,63
195,0,2000,0.0,0.8227543820685892,63
196,0,2000,0.0,0.8219316276865206,63
