episode,done,steps,return,epsilon,num_states
0,0,2000,0.0,1.0,102
1,0,2000,0.0,0.999,294
2,0,2000,0.0,0.998001,387
3,0,2000,0.0,0.997002999,439
4,0,2000,0.0,0.996005996001,610
5,0,2000,0.0,0.995009990004999,676
6,0,2000,0.0,0.994014980014994,739
7,0,2000,0.0,0.993020965034979,753
8,0,2000,0.0,0.9920279440699441,755
9,0,2000,0.0,0.9910359161258742,802
10,0,2000,0.0,0.9900448802097482,808
11,0,2000,0.0,0.9890548353295385,830
12,0,2000,0.0,0.988065780494209,864
13,1,1488,1.0,0.9870777147137147,879
14,0,2000,0.0,0.986090636999001,879
15,0,2000,0.0,0.9851045463620021,880
16,0,2000,0.0,0.98411944181564,880
17,0,2000,0.0,0.9831353223738244,889
18,0,2000,0.0,0.9821521870514506,889
19,0,2000,0.0,0.9811700348643991,896
20,0,2000,0.0,0.9801888648295347,920
21,0,2000,0.0,0.9792086759647052,943
22,0,2000,0.0,0.9782294672887405,1042
23,0,2000,0.0,0.9772512378214517,1042
24,0,2000,0.0,0.9762739865836303,1042
25,0,2000,0.0,0.9752977125970467,1042
26,0,2000,0.0,0.9743224148844496,1042
27,0,2000,0.0,0.9733480924695651,1042
28,0,2000,0.0,0.9723747443770956,1080
29,0,2000,0.0,0.9714023696327185,1090
30,0,2000,0.0,0.9704309672630859,1155
31,0,2000,0.0,0.9694605362958227,1170
32,0,2000,0.0,0.9684910757595269,1170
33,0,2000,0.0,0.9675225846837673,1207
34,1,1492,1.0,0.9665550620990835,1207
35,0,2000,0.0,0.9655885070369844,1271
36,0,2000,0.0,0.9646229185299474,1297
37,0,2000,0.0,0.9636582956114175,1308
38,0,2000,0.0,0.9626946373158061,1308
39,1,710,1.0,0.9617319426784903,1314
40,0,2000,0.0,0.9607702107358118,1317
41,0,2000,0.0,0.959809440525076,1319
42,1,544,1.0,0.9588496310845509,1332
43,1,1742,1.0,0.9578907814534664,1332
44,0,2000,0.0,0.9569328906720129,1332
45,0,2000,0.0,0.9559759577813409,1338
46,1,1052,1.0,0.9550199818235596,1338
47,0,2000,0.0,0.9540649618417361,1338
48,0,2000,0.0,0.9531108968798944,1358
49,0,2000,0.0,0.9521577859830145,1358
50,1,1952,1.0,0.9512056281970315,1361
51,1,1856,1.0,0.9502544225688344,1362
52,1,748,1.0,0.9493041681462656,1362
53,1,1634,1.0,0.9483548639781193,1371
54,1,420,1.0,0.9474065091141411,1392
55,0,2000,0.0,0.946459102605027,1392
56,0,2000,0.0,0.9455126435024219,1392
57,1,1744,1.0,0.9445671308589195,1395
58,1,924,1.0,0.9436225637280606,1400
59,0,2000,0.0,0.9426789411643326,1400
60,1,1106,1.0,0.9417362622231683,1400
61,1,932,1.0,0.9407945259609451,1401
62,0,2000,0.0,0.9398537314349842,1401
63,1,770,1.0,0.9389138777035492,1407
64,0,2000,0.0,0.9379749638258457,1410
65,1,682,1.0,0.9370369888620198,1410
66,0,2000,0.0,0.9360999518731578,1410
67,0,2000,0.0,0.9351638519212846,1410
68,0,2000,0.0,0.9342286880693633,1410
69,0,2000,0.0,0.933294459381294,1412
70,0,2000,0.0,0.9323611649219127,1424
71,0,2000,0.0,0.9314288037569908,1424
72,1,1458,1.0,0.9304973749532338,1426
73,1,788,1.0,0.9295668775782806,1426
74,1,658,1.0,0.9286373107007023,1426
75,0,2000,0.0,0.9277086733900016,1426
76,0,2000,0.0,0.9267809647166116,1427
77,1,1472,1.0,0.925854183751895,1427
78,1,880,1.0,0.9249283295681431,1427
79,1,1298,1.0,0.9240034012385749,1435
80,0,2000,0.0,0.9230793978373364,1440
81,1,1232,1.0,0.9221563184394991,1440
82,1,182,1.0,0.9212341621210596,1440
83,0,2000,0.0,0.9203129279589385,1445
84,1,412,1.0,0.9193926150309796,1445
85,1,456,1.0,0.9184732224159486,1445
86,1,980,1.0,0.9175547491935327,1445
87,1,1754,1.0,0.9166371944443392,1445
88,1,1742,1.0,0.9157205572498949,1448
89,0,2000,0.0,0.914804836692645,1448
90,1,690,1.0,0.9138900318559524,1448
91,1,1458,1.0,0.9129761418240965,1450
92,0,2000,0.0,0.9120631656822724,1450
93,0,2000,0.0,0.9111511025165902,1450
94,1,1564,1.0,0.9102399514140735,1450
95,1,1034,1.0,0.9093297114626595,1450
96,0,2000,0.0,0.9084203817511969,1450
97,1,1762,1.0,0.9075119613694457,1451
98,1,1862,1.0,0.9066044494080763,1451
99,1,298,1.0,0.9056978449586682,1456
100,1,1324,1.0,0.9047921471137096,1456
101,1,322,1.0,0.9038873549665959,1456
102,1,1108,1.0,0.9029834676116293,1456
103,1,262,1.0,0.9020804841440176,1456
104,0,2000,0.0,0.9011784036598737,1456
105,1,1544,1.0,0.9002772252562138,1456
106,1,514,1.0,0.8993769480309576,1456
107,1,802,1.0,0.8984775710829266,1456
108,1,614,1.0,0.8975790935118436,1456
109,1,294,1.0,0.8966815144183318,1456
110,1,1926,1.0,0.8957848329039134,1456
111,1,1292,1.0,0.8948890480710096,1456
112,0,2000,0.0,0.8939941590229386,1456
113,1,896,1.0,0.8931001648639156,1456
114,1,340,1.0,0.8922070646990518,1456
115,1,544,1.0,0.8913148576343527,1456
116,1,442,1.0,0.8904235427767183,1456
117,1,1202,1.0,0.8895331192339416,1456
118,1,1202,1.0,0.8886435861147077,1460
119,1,670,1.0,0.887754942528593,1460
120,1,1724,1.0,0.8868671875860644,1460
121,1,1286,1.0,0.8859803203984784,1460
122,1,256,1.0,0.88509434007808,1460
123,0,2000,0.0,0.8842092457380019,1469
124,1,1288,1.0,0.8833250364922639,1469
125,1,288,1.0,0.8824417114557717,1469
126,1,554,1.0,0.8815592697443159,1469
127,1,314,1.0,0.8806777104745716,1469
128,1,784,1.0,0.8797970327640969,1469
129,1,930,1.0,0.8789172357313328,1469
130,1,478,1.0,0.8780383184956015,1469
131,1,532,1.0,0.8771602801771059,1469
132,1,926,1.0,0.8762831198969288,1469
133,1,988,1.0,0.8754068367770318,1469
134,1,248,1.0,0.8745314299402548,1469
135,1,400,1.0,0.8736568985103146,1469
136,1,1244,1.0,0.8727832416118043,1469
137,1,1062,1.0,0.8719104583701925,1469
138,1,170,1.0,0.8710385479118223,1469
139,1,1078,1.0,0.8701675093639105,1469
140,1,720,1.0,0.8692973418545467,1469
141,1,208,1.0,0.8684280445126921,1469
142,1,218,1.0,0.8675596164681794,1469
143,1,552,1.0,0.8666920568517111,1469
144,1,92,1.0,0.8658253647948594,1469
145,1,288,1.0,0.8649595394300645,1469
146,1,1214,1.0,0.8640945798906344,1469
147,1,1326,1.0,0.8632304853107438,1469
148,1,438,1.0,0.862367254825433,1469
149,1,380,1.0,0.8615048875706075,1469
150,1,378,1.0,0.8606433826830369,1469
151,1,220,1.0,0.8597827393003539,1469
152,1,734,1.0,0.8589229565610536,1469
153,1,354,1.0,0.8580640336044925,1469
154,1,1254,1.0,0.857205969570888,1469
155,1,804,1.0,0.8563487636013172,1474
156,1,464,1.0,0.8554924148377159,1474
157,1,810,1.0,0.8546369224228781,1474
158,1,158,1.0,0.8537822855004553,1474
159,1,818,1.0,0.8529285032149548,1474
160,1,894,1.0,0.8520755747117399,1474
161,1,766,1.0,0.8512234991370281,1474
162,1,950,1.0,0.8503722756378911,1474
163,1,92,1.0,0.8495219033622532,1474
164,1,496,1.0,0.8486723814588909,1474
165,1,164,1.0,0.847823709077432,1474
166,1,894,1.0,0.8469758853683546,1474
167,1,1618,1.0,0.8461289094829862,1474
168,1,302,1.0,0.8452827805735033,1474
169,1,116,1.0,0.8444374977929298,1474
