episode,done,steps,return,epsilon,num_states
0,0,2000,0.0,1.0,386
1,0,2000,0.0,0.995,714
2,0,2000,0.0,0.990025,1136
3,1,1225,1.0,0.985074875,1444
4,0,2000,0.0,0.9801495006250001,1939
5,0,2000,0.0,0.9752487531218751,2294
6,0,2000,0.0,0.9703725093562657,2626
7,0,2000,0.0,0.9655206468094844,3036
8,0,2000,0.0,0.960693043575437,3369
9,0,2000,0.0,0.9558895783575597,3681
10,0,2000,0.0,0.9511101304657719,3994
11,0,2000,0.0,0.946354579813443,4384
12,0,2000,0.0,0.9416228069143757,4656
13,0,2000,0.0,0.9369146928798039,4890
14,0,2000,0.0,0.9322301194154049,5062
15,0,2000,0.0,0.9275689688183278,5360
16,0,2000,0.0,0.9229311239742362,5666
17,0,2000,0.0,0.918316468354365,5963
18,0,2000,0.0,0.9137248860125932,6221
19,0,2000,0.0,0.9091562615825302,6502
20,0,2000,0.0,0.9046104802746175,6820
21,0,2000,0.0,0.9000874278732445,7195
22,0,2000,0.0,0.8955869907338783,7395
23,0,2000,0.0,0.8911090557802088,7686
24,0,2000,0.0,0.8866535105013078,7901
25,0,2000,0.0,0.8822202429488013,8140
26,0,2000,0.0,0.8778091417340573,8296
27,0,2000,0.0,0.8734200960253871,8551
28,0,2000,0.0,0.8690529955452602,8752
29,0,2000,0.0,0.8647077305675338,8771
30,0,2000,0.0,0.8603841919146962,9172
31,0,2000,0.0,0.8560822709551227,9439
32,0,2000,0.0,0.851801859600347,9594
33,0,2000,0.0,0.8475428503023453,9802
34,0,2000,0.0,0.8433051360508336,9906
35,0,2000,0.0,0.8390886103705794,10212
36,0,2000,0.0,0.8348931673187264,10458
37,0,2000,0.0,0.8307187014821328,10640
38,0,2000,0.0,0.8265651079747222,10688
39,0,2000,0.0,0.8224322824348486,10882
40,0,2000,0.0,0.8183201210226743,11017
41,0,2000,0.0,0.8142285204175609,11275
42,0,2000,0.0,0.810157377815473,11576
43,0,2000,0.0,0.8061065909263957,11770
44,0,2000,0.0,0.8020760579717637,11999
45,0,2000,0.0,0.798065677681905,12139
46,0,2000,0.0,0.7940753492934954,12240
47,0,2000,0.0,0.7901049725470279,12428
48,0,2000,0.0,0.7861544476842928,12577
49,0,2000,0.0,0.7822236754458713,12753
50,0,2000,0.0,0.778312557068642,12843
51,0,2000,0.0,0.7744209942832988,12936
52,0,2000,0.0,0.7705488893118823,12937
53,0,2000,0.0,0.7666961448653229,13167
54,0,2000,0.0,0.7628626641409962,13228
55,0,2000,0.0,0.7590483508202912,13303
56,0,2000,0.0,0.7552531090661897,13361
57,0,2000,0.0,0.7514768435208588,13486
58,0,2000,0.0,0.7477194593032545,13615
59,0,2000,0.0,0.7439808620067382,13615
60,0,2000,0.0,0.7402609576967045,13703
61,0,2000,0.0,0.736559652908221,13733
62,0,2000,0.0,0.7328768546436799,13900
63,0,2000,0.0,0.7292124703704616,13924
64,0,2000,0.0,0.7255664080186093,14096
65,0,2000,0.0,0.7219385759785162,14103
66,0,2000,0.0,0.7183288830986236,14103
67,0,2000,0.0,0.7147372386831305,14136
68,0,2000,0.0,0.7111635524897149,14209
69,0,2000,0.0,0.7076077347272662,14358
70,0,2000,0.0,0.7040696960536299,14436
71,0,2000,0.0,0.7005493475733617,14445
72,0,2000,0.0,0.697046600835495,14505
73,0,2000,0.0,0.6935613678313175,14516
74,0,2000,0.0,0.6900935609921609,14530
75,0,2000,0.0,0.6866430931872001,14530
76,0,2000,0.0,0.6832098777212641,14555
77,0,2000,0.0,0.6797938283326578,14579
78,0,2000,0.0,0.6763948591909945,14582
79,0,2000,0.0,0.6730128848950395,14596
80,0,2000,0.0,0.6696478204705644,14603
81,0,2000,0.0,0.6662995813682115,14610
82,0,2000,0.0,0.6629680834613705,14610
83,0,2000,0.0,0.6596532430440636,14664
84,0,2000,0.0,0.6563549768288433,14711
85,0,2000,0.0,0.653073201944699,14712
86,0,2000,0.0,0.6498078359349755,14715
87,0,2000,0.0,0.6465587967553006,14763
88,0,2000,0.0,0.6433260027715241,14763
89,0,2000,0.0,0.6401093727576664,14763
90,0,2000,0.0,0.6369088258938781,14776
91,0,2000,0.0,0.6337242817644086,14776
92,0,2000,0.0,0.6305556603555866,14776
93,0,2000,0.0,0.6274028820538087,14777
94,0,2000,0.0,0.6242658676435396,14777
95,0,2000,0.0,0.6211445383053219,14790
96,0,2000,0.0,0.6180388156137953,14809
97,0,2000,0.0,0.6149486215357263,14809
98,0,2000,0.0,0.6118738784280476,14810
99,0,2000,0.0,0.6088145090359074,14810
100,0,2000,0.0,0.6057704364907278,14810
101,0,2000,0.0,0.6027415843082742,14810
102,0,2000,0.0,0.5997278763867329,14810
103,1,1799,1.0,0.5967292370047992,14822
104,0,2000,0.0,0.5937455908197752,14884
105,0,2000,0.0,0.5907768628656763,14884
106,0,2000,0.0,0.5878229785513479,14936
107,0,2000,0.0,0.5848838636585911,15053
108,0,2000,0.0,0.5819594443402982,15078
109,0,2000,0.0,0.5790496471185967,15096
110,0,2000,0.0,0.5761543988830038,15140
111,0,2000,0.0,0.5732736268885887,15140
112,0,2000,0.0,0.5704072587541458,15140
113,0,2000,0.0,0.567555222460375,15140
114,0,2000,0.0,0.5647174463480732,15151
115,0,2000,0.0,0.5618938591163328,15171
116,0,2000,0.0,0.5590843898207511,15174
117,0,2000,0.0,0.5562889678716474,15174
118,0,2000,0.0,0.5535075230322891,15174
119,0,2000,0.0,0.5507399854171277,15174
120,0,2000,0.0,0.547986285490042,15174
121,0,2000,0.0,0.5452463540625918,15267
122,0,2000,0.0,0.5425201222922789,15267
123,0,2000,0.0,0.5398075216808175,15267
124,0,2000,0.0,0.5371084840724134,15267
125,0,2000,0.0,0.5344229416520513,15267
126,0,2000,0.0,0.531750826943791,15267
127,0,2000,0.0,0.5290920728090721,15267
128,0,2000,0.0,0.5264466124450268,15267
129,0,2000,0.0,0.5238143793828016,15267
130,0,2000,0.0,0.5211953074858876,15267
131,0,2000,0.0,0.5185893309484582,15267
132,0,2000,0.0,0.5159963842937159,15267
133,0,2000,0.0,0.5134164023722473,15282
134,0,2000,0.0,0.510849320360386,15306
135,0,2000,0.0,0.5082950737585841,15306
136,0,2000,0.0,0.5057535983897912,15327
137,0,2000,0.0,0.5032248303978422,15327
138,0,2000,0.0,0.500708706245853,15327
139,0,2000,0.0,0.4982051627146237,15327
140,0,2000,0.0,0.49571413690105054,15327
141,0,2000,0.0,0.4932355662165453,15373
142,0,2000,0.0,0.4907693883854626,15388
143,0,2000,0.0,0.4883155414435353,15390
